#LHGenome	RHGenome	k	Sketchsize	Mash	Dashing1	TrueJI	TrueWJI	SS8Bytes	SS2Bytes	SS1Byte	SSNibble	MH8Bytes	MH4Bytes	MH2Bytes	MH1Byte	MHNibble
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226735.1_ASM322673v1_genomic.fna.gz	17	2048	0.00878906	0.00604694	0.0075792116	0.007448009	0.0068359375	0.0068062544	0.0045479536	0.0	0.009765625	0.009765625	0.009750515	0.024019608	0.09739583
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226735.1_ASM322673v1_genomic.fna.gz	17	4096	0.0112305	0.00667012	0.0075792116	0.007448009	0.0087890625	0.008758485	0.008676052	0.004360974	0.0107421875	0.0107421875	0.010727093	0.01127451	0.052864585
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226735.1_ASM322673v1_genomic.fna.gz	17	8192	0.0130615	0.0135044	0.0075792116	0.007448009	0.008300781	0.008389235	0.008879423	0.0	0.008422852	0.008422852	0.008407721	0.007965687	0.04908854
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	256	0.0234375	0.0215089	0.007483464	0.0073545664	0.00390625	0.003881693	0.009251773	0.020589828	0.0078125	0.0078125	0.0077973604	0.011764706	0.16666667
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	512	0.0117188	0.0114816	0.007483464	0.0073545664	0.005859375	0.00583452	0.005286813	0.0	0.005859375	0.005859375	0.0058442056	0.005882353	0.008333334
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	1024	0.00976562	0.0169946	0.007483464	0.0073545664	0.0078125	0.0077860355	0.0059157014	0.017739594	0.0087890625	0.0087890625	0.008773938	0.00882353	0.06458333
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	2048	0.00927734	0.0298603	0.007483464	0.0073545664	0.0078125	0.007782519	0.005442381	0.0	0.0078125	0.0078125	0.0077973604	0.039215688	0.10989583
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	4096	0.010498	0.0213788	0.007483464	0.0073545664	0.008300781	0.008269191	0.008442998	0.0014096498	0.0087890625	0.0087890625	0.008773938	0.017401962	0.050520834
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226835.1_ASM322683v1_genomic.fna.gz	17	8192	0.0130615	0.023711	0.007483464	0.0073545664	0.007446289	0.0075347424	0.007941723	0.0	0.008178711	0.008178711	0.008163577	0.012132353	0.04908854
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	256	0.0234375	0.0260831	0.0074432837	0.007313556	0.00390625	0.0038806796	0.0089764	0.0	0.0078125	0.0078125	0.0077973604	0.011764706	0.16666667
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	512	0.0117188	0.010249	0.0074432837	0.007313556	0.00390625	0.003879726	0.004838705	0.02107811	0.005859375	0.005859375	0.0058442056	0.007843138	0.008333334
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	1024	0.00976562	0.0165469	0.0074432837	0.007313556	0.0068359375	0.0068084	0.007575989	0.006942451	0.009765625	0.009765625	0.009750515	0.010784314	0.07083333
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	2048	0.00976562	0.0309541	0.0074432837	0.007313556	0.0073242188	0.0072929263	0.005103588	0.006608963	0.008300781	0.008300781	0.008285649	0.039705884	0.090625
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	4096	0.010498	0.0193063	0.0074432837	0.007313556	0.008056641	0.008023977	0.006932378	0.0	0.008544922	0.008544922	0.0085297935	0.017156864	0.041927084
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003226795.1_ASM322679v1_genomic.fna.gz	17	8192	0.0130615	0.0219332	0.0074432837	0.007313556	0.0075683594	0.007655382	0.0061045885	0.0017515421	0.0076904297	0.0076904297	0.0076752882	0.011519608	0.040885415
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	256	0.0	0.0	0.0028944982	0.002822739	0.01171875	0.011682272	0.025769234	0.04493946	0.0	0.0	0.0	0.0	0.0
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	512	0.00195312	0.0	0.0028944982	0.002822739	0.0078125	0.00777328	0.007456541	0.020211577	0.0	0.0	0.0	0.0	0.0
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	1024	0.000976562	0.0132854	0.0028944982	0.002822739	0.005859375	0.005818248	0.0040429235	0.00702554	0.001953125	0.0019531248	0.0019378958	0.0	0.0
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	2048	0.00488281	0.0306815	0.0028944982	0.002822739	0.00390625	0.0038599968	0.00075405836	0.0	0.0029296875	0.0029296873	0.0029144732	0.0014705883	0.063541666
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	4096	0.00415039	0.0176723	0.0028944982	0.002822739	0.0031738281	0.00312531	0.0038368702	0.0034251213	0.0034179688	0.0034179685	0.0034027619	0.01004902	0.028125
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_003391295.1_ASM339129v1_genomic.fna.gz	17	8192	0.00500488	0.0166268	0.0028944982	0.002822739	0.0036621094	0.0036097765	0.003472805	0.0	0.0034179688	0.0034179685	0.0034027619	0.0035539216	0.026041666
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	256	0.0507812	0.0778034	0.039604057	0.038267367	0.0390625	0.03902608	0.04530084	0.04768175	0.0390625	0.0390625	0.039047837	0.03529412	0.041666668
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	512	0.0585938	0.0544122	0.039604057	0.038267367	0.0390625	0.03902352	0.040717185	0.061450243	0.029296875	0.029296875	0.029282063	0.029411765	0.0375
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	1024	0.0517578	0.0245947	0.039604057	0.038267367	0.034179688	0.034137964	0.0360986	0.047109365	0.0390625	0.0390625	0.039047837	0.06764706	0.0375
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	2048	0.0581055	0.0373857	0.039604057	0.038267367	0.040039062	0.039993227	0.037979245	0.038310647	0.036132812	0.036132812	0.036118105	0.052941177	0.07604167
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	4096	0.0512695	0.0545027	0.039604057	0.038267367	0.037109375	0.037061095	0.040050626	0.030094981	0.037597656	0.037597656	0.03758297	0.05857843	0.06588542
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_000441575.1_ASM44157v1_genomic.fna.gz	17	8192	0.0466309	0.0550837	0.039604057	0.038267367	0.03930664	0.039498687	0.037475884	0.03015256	0.036254883	0.036254883	0.036240175	0.059191175	0.06484375
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	256	0.0507812	0.0777984	0.039590452	0.03825388	0.0390625	0.03902614	0.045321584	0.051805675	0.0390625	0.0390625	0.039047837	0.03529412	0.041666668
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	512	0.0585938	0.0523774	0.039590452	0.03825388	0.0390625	0.03902352	0.040717185	0.061519623	0.029296875	0.029296875	0.029282063	0.029411765	0.0375
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	1024	0.0517578	0.0194372	0.039590452	0.03825388	0.03515625	0.035114527	0.037073612	0.047081172	0.0390625	0.0390625	0.039047837	0.06764706	0.035416666
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	2048	0.0581055	0.0379717	0.039590452	0.03825388	0.040527344	0.040481508	0.0384655	0.040362597	0.036132812	0.036132812	0.036118105	0.052941177	0.075
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	4096	0.0507812	0.0564146	0.039590452	0.03825388	0.036865234	0.036816955	0.039804816	0.030856073	0.037353516	0.037353516	0.037338827	0.058333334	0.06588542
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_001274515.1_ASM127451v1_genomic.fna.gz	17	8192	0.0465088	0.0560478	0.039590452	0.03825388	0.03918457	0.039376616	0.03747511	0.030810297	0.036499023	0.036499023	0.03648432	0.059558824	0.061067708
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	256	0.0429688	0.0635425	0.036117084	0.03491761	0.0390625	0.03902614	0.045310616	0.055898845	0.0390625	0.0390625	0.039047837	0.03529412	0.05
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	512	0.0507812	0.0526337	0.036117084	0.03491761	0.037109375	0.037070334	0.03875947	0.06566346	0.02734375	0.02734375	0.027328908	0.029411765	0.045833334
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	1024	0.0449219	0.0238076	0.036117084	0.03491761	0.033203125	0.0331614	0.034139037	0.050179362	0.033203125	0.033203125	0.033188373	0.061764706	0.03125
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	2048	0.0498047	0.043398	0.036117084	0.03491761	0.037109375	0.03706348	0.03455013	0.039691567	0.032226562	0.032226562	0.032211795	0.04901961	0.0703125
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	4096	0.045166	0.0567014	0.036117084	0.03491761	0.033691406	0.033643126	0.03662598	0.026947498	0.034423828	0.034423828	0.034409095	0.055392157	0.07057292
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_013463375.1_ASM1346337v1_genomic.fna.gz	17	8192	0.0428467	0.0538891	0.036117084	0.03491761	0.0357666	0.035958648	0.035273254	0.027087688	0.033691406	0.033691406	0.03367666	0.053186275	0.06588542
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	256	0.03125	0.0	0.038884334	0.03758118	0.02734375	0.027307153	0.01790762	0.019141734	0.0234375	0.0234375	0.023422599	0.023529412	0.041666668
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	512	0.0351562	0.022348	0.038884334	0.03758118	0.03515625	0.035117388	0.029035807	0.044061303	0.025390625	0.025390625	0.025375754	0.025490196	0.008333334
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	1024	0.0361328	0.019289	0.038884334	0.03758118	0.033203125	0.033160806	0.036941767	0.028337002	0.037109375	0.037109375	0.037094682	0.038235296	0.10625
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	2048	0.0473633	0.0495988	0.038884334	0.03758118	0.040039062	0.039993405	0.039000154	0.027947426	0.034179688	0.034179688	0.03416495	0.04901961	0.0671875
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	4096	0.0476074	0.0526256	0.038884334	0.03758118	0.037353516	0.037305236	0.03760314	0.04087031	0.032714844	0.032714844	0.032700084	0.04877451	0.0578125
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_016593055.1_ASM1659305v1_genomic.fna.gz	17	8192	0.045166	0.0545661	0.038884334	0.03758118	0.03845215	0.038521886	0.037171602	0.024286747	0.036254883	0.036254883	0.036240175	0.059068628	0.08476563
./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	./bacteria/GCF_004296495.1_ASM429649v1_genomic.fna.gz	17	256	0.0273438	0.0648107	0.017562807	0.016915098	0.02734375	0.027304828	0.02512765	0.050507188	0.01171875	0.01171875	0.01170367	0.007843138	0.033333335
